Ordem_Sorteio,Marca,Modelo,Ano,Cor,Nota_Confianca_Marca,Nota_Confianca_Modelo,Nota_Aparencia,Perfil_Rodagem,Quilometragem_Estimada,Dias_para_Venda
4626,Ford,Fiesta,2019,Preto,2.8,2.0,4.37,Pouco Rodado,54614,17
4627,Fiat,Strada,2016,Azul,3.6,4.4,4.53,Normal,110922,16
4628,Fiat,Strada,2022,Branco,3.6,4.4,4.81,Super Alto,87613,43
4629,Fiat,Strada,2016,Cinza,3.6,4.4,4.87,Pouco Rodado,74030,19
4630,Jeep,Compass,2019,Marrom,2.5,2.3,4.91,Super Alto,173998,48
4631,Hyundai,HB20,2025,Cinza,4.5,4.5,4.98,Alto,8203,28
4632,Chevrolet,Onix,2020,Azul,4.3,4.2,4.91,Normal,62826,12
4633,Renault,Sandero,2017,Prata,3.2,2.6,4.99,Alto,156628,40
4634,Volkswagen,Gol,2017,Branco,4.0,4.4,4.37,Alto,161615,44
4635,Renault,Sandero,2020,Branco,3.2,2.6,4.99,Normal,60330,23
4636,Volkswagen,Polo,2018,Branco,4.0,2.8,4.62,Normal,95315,19
4637,Honda,HR-V,2022,Prata,4.8,3.9,4.61,Super Alto,77785,38
4638,Chevrolet,Onix,2020,Preto,4.3,4.2,4.91,Normal,71358,13
4639,Chevrolet,Onix,2021,Cinza,4.3,4.2,4.24,Normal,53166,7
4640,Toyota,Hilux,2020,Branco,5.0,4.9,4.47,Pouco Rodado,47127,5
4641,Renault,Sandero,2019,Prata,3.2,2.6,4.82,Normal,80106,26
4642,Jeep,Compass,2022,Verde,2.5,2.3,4.96,Alto,63019,49
4643,Renault,Sandero,2019,Prata,3.2,2.6,4.55,Pouco Rodado,53213,9
4644,Chevrolet,Onix,2017,Preto,4.3,4.2,4.72,Alto,145083,29
4645,Hyundai,Creta,2023,Branco,4.5,3.6,4.86,Super Alto,70690,39
4646,Jeep,Renegade,2015,Branco,2.5,2.4,3.79,Normal,130497,27
4647,Chevrolet,Tracker,2022,Preto,4.3,3.0,4.5,Normal,47929,27
4648,Hyundai,Creta,2022,Prata,4.5,3.6,4.26,Alto,70453,40
4649,Honda,Civic,2023,Preto,4.8,4.8,4.97,Normal,34739,5
4650,Fiat,Uno,2013,Vermelho,3.6,4.3,3.66,Super Alto,323557,52
4651,Renault,Kwid,2020,Branco,3.2,2.7,4.97,Alto,96769,32
4652,Hyundai,HB20,2020,Branco,4.5,4.5,4.96,Pouco Rodado,42977,11
4653,Fiat,Mobi,2017,Prata,3.6,3.5,4.96,Alto,151919,38
4654,Volkswagen,Nivus,2022,Preto,4.0,3.0,4.79,Normal,46926,25
4655,Chevrolet,Onix,2016,Vermelho,4.3,4.2,4.24,Normal,118736,13
4656,Chevrolet,Onix,2019,Cinza,4.3,4.2,4.88,Alto,122799,26
4657,Chevrolet,Prisma/Joy Plus,2014,Prata,4.3,3.2,4.07,Normal,143390,16
4658,Hyundai,HB20,2022,Prata,4.5,4.5,4.89,Pouco Rodado,30352,6
4659,Chevrolet,Celta,2012,Prata,4.3,4.2,3.6,Pouco Rodado,111032,13
4660,Volkswagen,Polo,2019,Preto,4.0,2.8,5.0,Pouco Rodado,49314,9
4661,Toyota,Corolla Cross,2025,Branco,5.0,4.7,4.99,Normal,8560,5
4662,Renault,Sandero,2010,Azul,3.2,2.6,4.54,Super Alto,376381,48
4663,Renault,Duster,2012,Branco,3.2,3.2,3.47,Normal,156774,27
4664,Fiat,Argo,2018,Branco,3.6,3.4,4.29,Super Alto,193921,43
4665,Chevrolet,Onix,2024,Cinza,4.3,4.2,4.96,Normal,23062,20
4666,Volkswagen,Polo,2020,Branco,4.0,2.8,4.68,Normal,62843,20
4667,Volkswagen,Gol,2012,Preto,4.0,4.4,4.02,Pouco Rodado,105591,5
4668,Chevrolet,Prisma/Joy Plus,2017,Preto,4.3,3.2,4.74,Pouco Rodado,71920,11
4669,Chevrolet,Tracker,2018,Cinza,4.3,3.0,4.84,Normal,88931,22
4670,Toyota,Corolla,2022,Preto,5.0,5.0,4.84,Normal,43613,15
4671,Chevrolet,Onix,2017,Branco,4.3,4.2,4.68,Alto,157369,46
4672,Renault,Kwid,2020,Branco,3.2,2.7,4.83,Pouco Rodado,43455,15
4673,Fiat,Strada,2012,Prata,3.6,4.4,4.68,Pouco Rodado,108006,5
4674,Toyota,Corolla,2024,Preto,5.0,5.0,4.97,Super Alto,28715,26
4675,Fiat,Strada,2021,Preto,3.6,4.4,4.83,Normal,48549,14
4676,Toyota,Corolla,2017,Azul,5.0,5.0,4.99,Pouco Rodado,65135,7
4677,Jeep,Compass,2024,Prata,2.5,2.3,4.79,Normal,21685,16
4678,Volkswagen,Saveiro,2023,Vermelho,4.0,4.0,4.52,Pouco Rodado,18246,26
4679,Hyundai,HB20,2018,Preto,4.5,4.5,4.86,Normal,85568,5
4680,Hyundai,HB20,2019,Branco,4.5,4.5,4.8,Normal,73812,20
4681,Chevrolet,Onix,2018,Cinza,4.3,4.2,5.0,Alto,135527,35
4682,Chevrolet,Onix,2020,Cinza,4.3,4.2,4.49,Pouco Rodado,44531,5
4683,Ford,Ka,2021,Preto,2.8,3.8,4.62,Pouco Rodado,36319,7
4684,Toyota,Corolla Cross,2022,Branco,5.0,4.7,4.89,Normal,46551,17
4685,Chevrolet,Onix,2021,Preto,4.3,4.2,4.77,Normal,53923,11
4686,Fiat,Mobi,2024,Cinza,3.6,3.5,4.95,Normal,19042,23
4687,Volkswagen,Gol,2018,Branco,4.0,4.4,4.1,Alto,143835,29
4688,Volkswagen,T-Cross,2022,Preto,4.0,3.1,4.82,Normal,45057,12
4689,Renault,Duster,2021,Preto,3.2,3.2,4.7,Normal,56733,21
4690,Chevrolet,Tracker,2020,Cinza,4.3,3.0,4.98,Super Alto,127482,42
4691,Toyota,Corolla,2019,Azul,5.0,5.0,4.14,Normal,81086,10
4692,Chevrolet,Onix,2019,Azul,4.3,4.2,4.92,Pouco Rodado,53625,7
4693,Hyundai,Creta,2018,Preto,4.5,3.6,3.97,Normal,85884,7
4694,Fiat,Uno,2012,Azul,3.6,4.3,4.65,Pouco Rodado,110438,20
4695,Fiat,Strada,2011,Vermelho,3.6,4.4,3.48,Normal,179147,25
4696,Chevrolet,Onix,2018,Branco,4.3,4.2,4.47,Normal,87827,10
4697,Chevrolet,Onix,2023,Cinza,4.3,4.2,4.68,Normal,34825,15
4698,Volkswagen,Gol,2013,Cinza,4.0,4.4,3.52,Alto,233458,38
4699,Hyundai,HB20,2017,Branco,4.5,4.5,4.56,Normal,106589,8
4700,Volkswagen,Polo,2024,Prata,4.0,2.8,4.78,Normal,20493,26
4701,Volkswagen,Fox,2010,Preto,4.0,4.1,4.01,Alto,282949,35
4702,Volkswagen,Gol,2012,Branco,4.0,4.4,3.55,Pouco Rodado,107605,16
4703,Fiat,Uno,2014,Prata,3.6,4.3,4.41,Normal,134742,15
4704,Fiat,Argo,2017,Branco,3.6,3.4,4.54,Normal,101137,17
4705,Fiat,Uno,2011,Preto,3.6,4.3,4.79,Alto,253916,28
4706,Chevrolet,Onix,2022,Branco,4.3,4.2,4.79,Alto,55715,41
4707,Volkswagen,Fox,2013,Branco,4.0,4.1,4.8,Normal,148165,23
4708,Fiat,Mobi,2024,Vermelho,3.6,3.5,4.92,Alto,20450,26
4709,Honda,Civic,2015,Cinza,4.8,4.8,4.72,Pouco Rodado,83145,5
4710,Ford,Ka,2019,Branco,2.8,3.8,4.66,Alto,111073,46
4711,Fiat,Mobi,2024,Preto,3.6,3.5,4.9,Pouco Rodado,8174,6
4712,Toyota,Hilux,2022,Branco,5.0,4.9,4.99,Alto,66575,36
4713,Ford,Ka,2012,Branco,2.8,3.8,3.19,Pouco Rodado,109668,13
4714,Hyundai,HB20,2018,Vermelho,4.5,4.5,4.63,Pouco Rodado,62487,28
4715,Hyundai,HB20,2020,Prata,4.5,4.5,4.45,Normal,61224,5
4716,Jeep,Renegade,2024,Preto,2.5,2.4,4.75,Alto,18665,37
4717,Fiat,Uno,2019,Prata,3.6,4.3,4.25,Alto,114137,36
4718,Chevrolet,Onix,2025,Branco,4.3,4.2,4.64,Normal,10113,13
4719,Fiat,Argo,2020,Preto,3.6,3.4,4.92,Normal,70626,28
4720,Fiat,Strada,2021,Preto,3.6,4.4,4.93,Super Alto,114477,32
4721,Toyota,Hilux,2016,Branco,5.0,4.9,4.96,Normal,113142,11
4722,Hyundai,Creta,2024,Branco,4.5,3.6,4.73,Normal,12958,10
4723,Volkswagen,T-Cross,2022,Prata,4.0,3.1,4.95,Normal,46192,26
4724,Jeep,Renegade,2020,Preto,2.5,2.4,4.54,Pouco Rodado,43208,23
4725,Fiat,Argo,2023,Azul,3.6,3.4,4.86,Alto,43401,49
4726,Fiat,Mobi,2023,Branco,3.6,3.5,4.77,Pouco Rodado,18124,17
4727,Hyundai,HB20,2016,Cinza,4.5,4.5,4.89,Alto,162327,30
4728,Volkswagen,Polo,2023,Branco,4.0,2.8,4.97,Alto,36678,23
4729,Volkswagen,Saveiro,2022,Cinza,4.0,4.0,4.91,Normal,39197,12
4730,Toyota,Corolla,2023,Verde,5.0,5.0,4.75,Normal,28897,11
4731,Ford,Ka,2018,Cinza,2.8,3.8,4.58,Pouco Rodado,56052,21
4732,Ford,Fiesta,2011,Branco,2.8,2.0,3.96,Super Alto,370463,47
4733,Chevrolet,Onix,2025,Prata,4.3,4.2,4.91,Super Alto,19901,34
4734,Volkswagen,Polo,2021,Verde,4.0,2.8,4.93,Alto,72640,54
4735,Ford,Fiesta,2019,Prata,2.8,2.0,4.99,Normal,74654,30
4736,Fiat,Toro,2022,Branco,3.6,2.9,4.99,Alto,55149,34
4737,Fiat,Toro,2022,Preto,3.6,2.9,4.17,Normal,41598,19
4738,Renault,Sandero,2018,Preto,3.2,2.6,4.74,Normal,87019,25
4739,Chevrolet,Onix,2018,Marrom,4.3,4.2,4.67,Normal,88184,18
4740,Toyota,Hilux,2015,Azul,5.0,4.9,4.93,Normal,125963,18
4741,Fiat,Toro,2019,Branco,3.6,2.9,4.42,Super Alto,160088,44
4742,Honda,HR-V,2016,Preto,4.8,3.9,4.96,Normal,109826,24
4743,Volkswagen,Gol,2022,Cinza,4.0,4.4,4.94,Alto,63272,39
4744,Fiat,Strada,2021,Azul,3.6,4.4,4.6,Normal,48255,29
4745,Toyota,Hilux,2018,Verde,5.0,4.9,4.84,Super Alto,176903,51
4746,Volkswagen,Saveiro,2021,Preto,4.0,4.0,4.87,Pouco Rodado,35055,14
4747,Fiat,Mobi,2018,Azul,3.6,3.5,4.65,Alto,131160,43
4748,Toyota,Corolla,2016,Preto,5.0,5.0,4.79,Pouco Rodado,72217,5
4749,Volkswagen,Gol,2012,Verde,4.0,4.4,3.22,Normal,166304,26
4750,Fiat,Mobi,2020,Verde,3.6,3.5,4.87,Normal,65010,18
4751,Fiat,Argo,2020,Cinza,3.6,3.4,5.0,Normal,60672,28
4752,Renault,Sandero,2010,Vermelho,3.2,2.6,4.29,Alto,272015,43
4753,Hyundai,HB20,2020,Branco,4.5,4.5,4.92,Pouco Rodado,40774,7
4754,Chevrolet,Prisma/Joy Plus,2013,Preto,4.3,3.2,4.89,Normal,153413,18
4755,Chevrolet,Onix,2015,Prata,4.3,4.2,4.84,Pouco Rodado,82631,17
4756,Jeep,Compass,2022,Cinza,2.5,2.3,4.4,Normal,45229,23
4757,Hyundai,HB20,2020,Preto,4.5,4.5,4.83,Pouco Rodado,42958,8
4758,Volkswagen,Gol,2012,Vermelho,4.0,4.4,4.67,Pouco Rodado,111860,16
4759,Hyundai,HB20,2014,Branco,4.5,4.5,4.22,Normal,142677,19
4760,Volkswagen,Nivus,2021,Branco,4.0,3.0,4.97,Pouco Rodado,35108,10
4761,Ford,Ka,2018,Cinza,2.8,3.8,4.58,Pouco Rodado,63323,20
4762,Hyundai,HB20,2013,Branco,4.5,4.5,3.86,Normal,147216,15
4763,Chevrolet,Celta,2012,Branco,4.3,4.2,4.1,Alto,236194,32
4764,Volkswagen,Gol,2011,Branco,4.0,4.4,4.47,Alto,257352,40
4765,Fiat,Toro,2020,Azul,3.6,2.9,4.89,Pouco Rodado,40939,23
4766,Fiat,Mobi,2019,Preto,3.6,3.5,4.05,Normal,78255,15
4767,Volkswagen,Polo,2020,Prata,4.0,2.8,4.53,Super Alto,146921,36
4768,Volkswagen,Gol,2017,Prata,4.0,4.4,4.5,Pouco Rodado,69298,27
4769,Chevrolet,Onix,2014,Vermelho,4.3,4.2,4.7,Normal,143199,17
4770,Fiat,Toro,2025,Prata,3.6,2.9,4.81,Alto,10199,42
4771,Hyundai,HB20,2020,Prata,4.5,4.5,4.59,Alto,93784,31
4772,Chevrolet,Onix,2025,Branco,4.3,4.2,4.94,Normal,2125,13
4773,Chevrolet,Tracker,2024,Prata,4.3,3.0,4.84,Super Alto,49717,43
4774,Fiat,Strada,2016,Vermelho,3.6,4.4,4.23,Alto,177238,29
4775,Volkswagen,Saveiro,2017,Preto,4.0,4.0,4.93,Normal,105649,8
4776,Fiat,Uno,2021,Branco,3.6,4.3,4.38,Pouco Rodado,36233,9
4777,Toyota,Corolla,2016,Preto,5.0,5.0,3.88,Pouco Rodado,76603,10
4778,Fiat,Toro,2020,Prata,3.6,2.9,4.75,Pouco Rodado,43792,9
4779,Volkswagen,Gol,2021,Branco,4.0,4.4,4.53,Alto,87009,29
4780,Hyundai,HB20,2023,Prata,4.5,4.5,4.94,Super Alto,71470,34
4781,Hyundai,HB20,2021,Prata,4.5,4.5,4.95,Pouco Rodado,32199,5
4782,Jeep,Renegade,2018,Prata,2.5,2.4,4.68,Super Alto,187065,52
4783,Hyundai,HB20,2025,Branco,4.5,4.5,4.89,Normal,8136,11
4784,Volkswagen,Gol,2010,Branco,4.0,4.4,4.8,Pouco Rodado,126309,10
4785,Fiat,Toro,2022,Preto,3.6,2.9,4.95,Normal,46612,14
4786,Chevrolet,Onix,2024,Preto,4.3,4.2,4.93,Normal,19724,10
4787,Renault,Sandero,2011,Cinza,3.2,2.6,4.61,Super Alto,360972,53
4788,Chevrolet,Onix,2019,Branco,4.3,4.2,4.9,Pouco Rodado,55635,5
4789,Toyota,Hilux,2014,Vermelho,5.0,4.9,4.27,Normal,140855,19
4790,Fiat,Strada,2016,Preto,3.6,4.4,4.25,Normal,110715,15
4791,Volkswagen,Gol,2014,Branco,4.0,4.4,3.82,Alto,207947,35
4792,Toyota,Corolla,2019,Preto,5.0,5.0,4.55,Pouco Rodado,49727,5
4793,Fiat,Toro,2019,Branco,3.6,2.9,4.91,Alto,109115,39
4794,Fiat,Strada,2013,Branco,3.6,4.4,4.99,Alto,233613,37
4795,Honda,Civic,2019,Preto,4.8,4.8,4.81,Alto,117903,38
4796,Hyundai,HB20,2024,Prata,4.5,4.5,4.99,Normal,16011,10
4797,Fiat,Uno,2021,Preto,3.6,4.3,4.97,Alto,78432,38
4798,Fiat,Strada,2011,Preto,3.6,4.4,4.08,Pouco Rodado,115479,16
4799,Ford,Ka,2012,Preto,2.8,3.8,4.57,Alto,242866,30
4800,Toyota,Hilux,2019,Preto,5.0,4.9,4.84,Normal,76651,5
4801,Chevrolet,Onix,2025,Preto,4.3,4.2,4.88,Normal,1593,13
4802,Volkswagen,Gol,2016,Vermelho,4.0,4.4,5.0,Pouco Rodado,74681,8
4803,Renault,Duster,2015,Branco,3.2,3.2,4.65,Super Alto,274336,41
4804,Chevrolet,Onix,2017,Preto,4.3,4.2,4.51,Super Alto,223556,32
4805,Toyota,Corolla,2025,Preto,5.0,5.0,4.74,Pouco Rodado,7278,5
4806,Renault,Duster,2016,Branco,3.2,3.2,4.58,Normal,113698,19
4807,Toyota,Corolla,2016,Vermelho,5.0,5.0,4.36,Normal,114866,26
4808,Hyundai,HB20,2023,Branco,4.5,4.5,4.78,Alto,41516,32
4809,Volkswagen,Saveiro,2020,Vermelho,4.0,4.0,4.96,Normal,60919,28
4810,Chevrolet,Onix,2021,Prata,4.3,4.2,4.97,Alto,77783,28
4811,Fiat,Toro,2017,Branco,3.6,2.9,4.36,Super Alto,216616,31
4812,Jeep,Compass,2021,Azul,2.5,2.3,4.33,Pouco Rodado,36435,22
4813,Toyota,Corolla,2023,Prata,5.0,5.0,4.94,Super Alto,62701,23
4814,Toyota,Corolla,2020,Preto,5.0,5.0,4.64,Pouco Rodado,47471,15
4815,Toyota,Corolla,2024,Preto,5.0,5.0,4.99,Normal,17217,14
4816,Jeep,Renegade,2017,Cinza,2.5,2.4,4.81,Alto,159854,48
4817,Toyota,Corolla,2020,Prata,5.0,5.0,4.68,Alto,100413,23
4818,Volkswagen,Fox,2018,Prata,4.0,4.1,4.95,Normal,87257,15
4819,Hyundai,HB20,2025,Cinza,4.5,4.5,4.9,Normal,2682,14
4820,Renault,Sandero,2011,Azul,3.2,2.6,4.65,Alto,259364,45
4821,Chevrolet,Onix,2025,Branco,4.3,4.2,4.68,Normal,11556,19
4822,Jeep,Compass,2017,Branco,2.5,2.3,4.3,Pouco Rodado,66153,23
4823,Renault,Kwid,2020,Cinza,3.2,2.7,4.6,Normal,60732,25
4824,Toyota,Corolla,2020,Preto,5.0,5.0,4.6,Normal,69685,8
4825,Chevrolet,Onix,2021,Vermelho,4.3,4.2,4.84,Alto,75066,25
4826,Jeep,Compass,2022,Preto,2.5,2.3,4.73,Normal,38346,26
4827,Fiat,Toro,2018,Branco,3.6,2.9,4.89,Normal,86877,20
4828,Fiat,Strada,2017,Preto,3.6,4.4,4.19,Pouco Rodado,71807,9
4829,Volkswagen,Gol,2011,Cinza,4.0,4.4,4.28,Normal,171332,12
4830,Chevrolet,Prisma/Joy Plus,2015,Azul,4.3,3.2,3.89,Normal,120036,29
4831,Hyundai,HB20,2019,Vermelho,4.5,4.5,4.65,Normal,83767,21
4832,Hyundai,HB20,2013,Preto,4.5,4.5,4.45,Pouco Rodado,101267,5
4833,Hyundai,HB20,2019,Branco,4.5,4.5,4.79,Super Alto,160077,31
4834,Chevrolet,Celta,2014,Prata,4.3,4.2,4.53,Normal,134226,14
4835,Honda,Civic,2015,Branco,4.8,4.8,4.5,Normal,126908,13
4836,Toyota,Corolla,2019,Azul,5.0,5.0,4.96,Alto,121998,37
4837,Chevrolet,Onix,2023,Cinza,4.3,4.2,4.59,Super Alto,54259,46
4838,Chevrolet,Onix,2015,Preto,4.3,4.2,4.67,Alto,189407,38
4839,Hyundai,Creta,2019,Branco,4.5,3.6,4.77,Normal,74640,17
4840,Chevrolet,Celta,2010,Preto,4.3,4.2,4.01,Pouco Rodado,125763,15
4841,Volkswagen,Gol,2020,Azul,4.0,4.4,4.64,Super Alto,133129,41
4842,Chevrolet,Onix,2023,Preto,4.3,4.2,4.84,Pouco Rodado,21244,11
4843,Volkswagen,Fox,2012,Cinza,4.0,4.1,4.63,Pouco Rodado,105414,5
4844,Fiat,Argo,2020,Cinza,3.6,3.4,4.33,Normal,67015,11
4845,Ford,Fiesta,2016,Prata,2.8,2.0,4.38,Super Alto,235443,49
4846,Jeep,Renegade,2025,Vermelho,2.5,2.4,4.92,Alto,15865,48
4847,Ford,Ka,2020,Branco,2.8,3.8,4.25,Pouco Rodado,47866,12
4848,Jeep,Compass,2024,Prata,2.5,2.3,4.56,Alto,23711,44
4849,Jeep,Compass,2018,Vermelho,2.5,2.3,4.79,Super Alto,180115,55
4850,Hyundai,Creta,2021,Prata,4.5,3.6,4.49,Pouco Rodado,34672,5
4851,Jeep,Renegade,2017,Preto,2.5,2.4,4.08,Pouco Rodado,71540,25
4852,Chevrolet,Onix,2023,Cinza,4.3,4.2,4.95,Alto,43675,25
4853,Hyundai,HB20,2025,Preto,4.5,4.5,4.78,Alto,17772,32
4854,Volkswagen,T-Cross,2023,Preto,4.0,3.1,5.0,Super Alto,67509,46
4855,Jeep,Compass,2020,Preto,2.5,2.3,4.84,Alto,100279,38
4856,Hyundai,HB20,2025,Preto,4.5,4.5,4.96,Normal,6641,5
4857,Volkswagen,Polo,2022,Preto,4.0,2.8,4.71,Normal,36426,17
4858,Ford,Fiesta,2018,Cinza,2.8,2.0,4.83,Pouco Rodado,63145,15
4859,Fiat,Strada,2010,Branco,3.6,4.4,4.19,Normal,180608,7
4860,Fiat,Strada,2015,Vermelho,3.6,4.4,3.78,Normal,124067,27
4861,Honda,Civic,2025,Preto,4.8,4.8,4.97,Normal,11793,18
4862,Toyota,Corolla,2016,Vermelho,5.0,5.0,4.95,Alto,175040,35
4863,Jeep,Compass,2018,Vermelho,2.5,2.3,4.63,Normal,84379,29
4864,Fiat,Strada,2022,Preto,3.6,4.4,4.77,Pouco Rodado,25422,5
4865,Jeep,Compass,2016,Cinza,2.5,2.3,4.95,Normal,113488,17
4866,Chevrolet,Tracker,2021,Verde,4.3,3.0,4.57,Alto,84582,42
4867,Volkswagen,Gol,2017,Branco,4.0,4.4,4.28,Pouco Rodado,71402,11
4868,Volkswagen,Polo,2022,Branco,4.0,2.8,4.84,Pouco Rodado,24280,14
4869,Chevrolet,Onix,2018,Preto,4.3,4.2,4.98,Pouco Rodado,58523,10
4870,Chevrolet,Onix,2023,Branco,4.3,4.2,4.89,Super Alto,67802,35
4871,Volkswagen,Gol,2017,Prata,4.0,4.4,4.05,Pouco Rodado,68815,5
4872,Toyota,Corolla,2020,Branco,5.0,5.0,4.71,Normal,71574,16
4873,Volkswagen,Gol,2013,Branco,4.0,4.4,3.94,Normal,145622,19
4874,Fiat,Uno,2014,Preto,3.6,4.3,3.43,Normal,136941,30
4875,Jeep,Compass,2022,Branco,2.5,2.3,4.95,Pouco Rodado,28282,10
4876,Chevrolet,Onix,2025,Preto,4.3,4.2,4.94,Alto,16614,30
4877,Toyota,Corolla,2015,Preto,5.0,5.0,3.88,Normal,131533,7
4878,Ford,Ka,2016,Azul,2.8,3.8,4.58,Normal,116707,32
4879,Chevrolet,Onix,2015,Prata,4.3,4.2,4.65,Alto,185899,40
4880,Fiat,Mobi,2016,Branco,3.6,3.5,4.48,Alto,168859,37
4881,Chevrolet,Onix,2014,Preto,4.3,4.2,4.48,Normal,136365,12
4882,Chevrolet,Onix,2022,Cinza,4.3,4.2,4.78,Alto,62135,37
4883,Volkswagen,Fox,2019,Vermelho,4.0,4.1,4.91,Super Alto,173819,46
4884,Ford,Ka,2020,Preto,2.8,3.8,4.7,Super Alto,125416,44
4885,Ford,Ka,2010,Azul,2.8,3.8,4.66,Super Alto,382680,43
4886,Fiat,Strada,2011,Cinza,3.6,4.4,4.46,Pouco Rodado,113330,5
4887,Volkswagen,Fox,2020,Prata,4.0,4.1,4.91,Pouco Rodado,43277,5
4888,Fiat,Uno,2014,Prata,3.6,4.3,4.73,Alto,213389,30
4889,Fiat,Strada,2015,Preto,3.6,4.4,4.71,Pouco Rodado,81027,8
4890,Renault,Sandero,2018,Prata,3.2,2.6,4.97,Pouco Rodado,61825,22
4891,Fiat,Argo,2024,Preto,3.6,3.4,4.99,Normal,18400,15
4892,Hyundai,HB20,2023,Branco,4.5,4.5,4.98,Alto,49753,30
4893,Volkswagen,Fox,2017,Cinza,4.0,4.1,4.82,Pouco Rodado,68303,14
4894,Hyundai,HB20,2023,Prata,4.5,4.5,5.0,Alto,51996,26
4895,Toyota,Hilux,2019,Branco,5.0,4.9,4.74,Alto,122104,12
4896,Volkswagen,Gol,2012,Branco,4.0,4.4,3.61,Alto,236803,38
4897,Fiat,Uno,2010,Branco,3.6,4.3,3.65,Pouco Rodado,127601,21
4898,Fiat,Argo,2022,Prata,3.6,3.4,4.89,Normal,45169,21
4899,Toyota,Corolla,2015,Vermelho,5.0,5.0,4.94,Normal,123344,12
4900,Fiat,Toro,2023,Branco,3.6,2.9,5.0,Normal,24741,21
4901,Hyundai,Creta,2025,Preto,4.5,3.6,4.86,Alto,7414,27
4902,Volkswagen,Saveiro,2018,Branco,4.0,4.0,4.45,Pouco Rodado,59916,21
4903,Volkswagen,Gol,2018,Prata,4.0,4.4,4.05,Normal,94497,20
4904,Chevrolet,Prisma/Joy Plus,2016,Preto,4.3,3.2,4.76,Normal,111354,22
4905,Chevrolet,Onix,2024,Preto,4.3,4.2,4.92,Normal,13956,23
4906,Fiat,Toro,2019,Preto,3.6,2.9,4.84,Normal,82438,18
4907,Hyundai,HB20,2014,Preto,4.5,4.5,3.4,Pouco Rodado,90486,5
4908,Honda,Civic,2021,Branco,4.8,4.8,4.69,Alto,79500,18
4909,Toyota,Hilux,2014,Prata,5.0,4.9,4.57,Normal,136942,6
4910,Volkswagen,T-Cross,2020,Prata,4.0,3.1,4.94,Normal,63707,19
4911,Jeep,Renegade,2022,Branco,2.5,2.4,4.77,Pouco Rodado,30699,19
4912,Chevrolet,Onix,2013,Preto,4.3,4.2,4.76,Super Alto,309764,34
4913,Chevrolet,Onix,2020,Prata,4.3,4.2,4.85,Pouco Rodado,47380,5
4914,Renault,Sandero,2014,Branco,3.2,2.6,3.96,Pouco Rodado,92497,21
4915,Volkswagen,Polo,2020,Cinza,4.0,2.8,4.49,Normal,64470,9
4916,Fiat,Strada,2015,Preto,3.6,4.4,3.27,Normal,126651,20
4917,Ford,Fiesta,2016,Prata,2.8,2.0,4.37,Super Alto,234138,43
4918,Fiat,Strada,2021,Vermelho,3.6,4.4,4.96,Alto,83394,24
4919,Honda,HR-V,2024,Branco,4.8,3.9,4.9,Normal,19729,20
4920,Fiat,Argo,2024,Prata,3.6,3.4,4.97,Alto,28267,29
4921,Volkswagen,Saveiro,2017,Preto,4.0,4.0,4.15,Normal,104204,23
4922,Hyundai,HB20,2023,Branco,4.5,4.5,4.78,Normal,28419,10
4923,Toyota,Corolla,2020,Preto,5.0,5.0,4.87,Super Alto,144779,39
4924,Fiat,Strada,2015,Preto,3.6,4.4,4.2,Normal,127861,28
4925,Renault,Kwid,2021,Preto,3.2,2.7,4.97,Normal,50903,27
4926,Fiat,Mobi,2025,Branco,3.6,3.5,4.77,Normal,7074,20
4927,Chevrolet,Onix,2021,Prata,4.3,4.2,4.64,Pouco Rodado,34053,17
4928,Chevrolet,Onix,2014,Cinza,4.3,4.2,4.93,Normal,135897,16
4929,Hyundai,Creta,2018,Preto,4.5,3.6,4.12,Alto,143441,32
4930,Chevrolet,Tracker,2023,Branco,4.3,3.0,4.88,Alto,36137,38
4931,Hyundai,Creta,2024,Branco,4.5,3.6,4.83,Pouco Rodado,9259,5
4932,Toyota,Corolla,2020,Azul,5.0,5.0,5.0,Normal,62343,20
4933,Toyota,Corolla Cross,2021,Cinza,5.0,4.7,4.69,Pouco Rodado,32760,20
4934,Chevrolet,Onix,2018,Branco,4.3,4.2,4.7,Pouco Rodado,56168,17
4935,Renault,Sandero,2019,Vermelho,3.2,2.6,4.7,Pouco Rodado,51537,27
4936,Chevrolet,Onix,2023,Branco,4.3,4.2,4.95,Pouco Rodado,20949,13
4937,Jeep,Compass,2024,Branco,2.5,2.3,4.93,Normal,22252,19
4938,Renault,Sandero,2016,Preto,3.2,2.6,4.78,Alto,173562,34
4939,Volkswagen,Fox,2019,Cinza,4.0,4.1,4.89,Super Alto,173903,40
4940,Volkswagen,Fox,2017,Cinza,4.0,4.1,3.96,Normal,101713,21
4941,Fiat,Strada,2018,Branco,3.6,4.4,4.28,Normal,87633,8
4942,Jeep,Renegade,2021,Prata,2.5,2.4,4.78,Normal,53310,18
4943,Volkswagen,Gol,2013,Branco,4.0,4.4,4.08,Super Alto,318963,32
4944,Volkswagen,Fox,2012,Cinza,4.0,4.1,3.1,Super Alto,340721,44
4945,Fiat,Strada,2013,Branco,3.6,4.4,3.56,Pouco Rodado,101944,14
4946,Renault,Kwid,2018,Prata,3.2,2.7,4.95,Alto,141721,37
4947,Chevrolet,Onix,2022,Cinza,4.3,4.2,4.95,Alto,68320,36
4948,Fiat,Argo,2024,Vermelho,3.6,3.4,4.62,Pouco Rodado,12058,19
